City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Health Indicator_Missing_Flag,Holding_Policy_Duration_Missing_Flag,Holding_Policy_Type_Missing_Flag,Region_Code,Upper_Age,Lower_Age,Reco_Policy_Cat,Response,Reco_Policy_Premium_bin,Holding_Policy_Type_bin,Response_KMeans_Clusters
11,1,0,0,1,15,0,1,1,2496,24,24,16,0,3,0,2
11,1,0,0,0,15,1,1,1,463,51,51,13,0,3,0,3
16,1,0,0,2,9,0,0,0,618,24,24,16,0,0,1,3
11,0,0,0,1,8,0,0,0,1045,41,41,21,1,3,1,1
11,1,0,0,1,15,0,1,1,568,75,75,3,0,3,0,3
11,0,1,1,0,15,1,1,1,1565,31,28,16,0,3,0,1
13,1,0,0,2,9,0,0,0,5786,47,47,22,0,3,1,0
0,1,1,1,1,10,0,0,0,3851,39,35,19,1,3,2,4
22,1,0,0,0,14,1,0,0,962,52,52,17,0,3,2,1
22,0,0,0,4,5,0,0,0,972,43,43,18,0,3,2,1
22,0,1,1,2,14,0,0,0,992,75,69,18,0,3,2,1
0,0,0,0,1,14,0,0,0,8,75,75,5,0,3,2,3
11,0,1,1,2,9,0,0,0,884,43,40,18,0,3,2,1
22,1,0,0,0,15,1,1,1,3213,26,26,21,0,2,0,4
11,1,0,0,1,5,0,0,0,1869,75,75,11,1,3,2,2
0,0,1,1,2,6,0,0,0,2121,59,55,21,0,3,1,2
33,0,0,0,2,1,0,0,0,786,53,53,18,1,3,2,1
4,0,0,0,2,15,0,1,1,402,20,20,17,1,0,0,3
12,0,0,0,3,8,0,0,0,5603,64,64,1,0,3,2,0
34,0,0,0,0,15,1,1,1,1923,29,29,1,0,0,0,2
29,0,0,0,2,15,0,1,1,86,75,75,21,0,3,0,3
6,0,1,1,0,9,1,0,0,803,54,51,22,0,3,2,1
28,0,0,0,0,15,1,1,1,2882,58,58,17,1,3,0,4
31,0,0,0,5,12,0,0,0,1660,75,75,20,0,3,2,1
35,0,0,0,2,9,0,0,0,587,57,57,2,0,3,1,3
32,1,0,0,1,12,0,0,0,2323,28,28,13,0,3,1,2
34,1,0,0,0,12,1,0,0,3824,43,43,12,0,3,1,4
30,1,1,1,3,2,0,0,0,3927,31,27,1,0,3,1,4
32,1,0,0,4,0,0,0,0,231,36,36,22,0,3,1,3
0,0,0,0,0,12,1,0,0,1944,33,33,13,0,3,1,2
22,1,0,0,1,8,0,0,0,569,23,23,9,0,3,2,3
19,0,0,0,3,2,0,0,0,3495,59,59,18,1,3,2,4
6,1,0,0,6,12,0,0,0,228,43,43,19,0,3,2,3
22,0,0,0,2,15,0,1,1,1283,61,61,10,0,3,0,1
1,1,0,0,1,0,0,0,0,3571,68,68,2,1,3,1,4
11,1,0,0,3,10,0,0,0,3369,30,30,11,0,3,3,4
33,0,0,0,3,7,0,0,0,241,37,37,15,0,3,2,3
10,1,0,0,1,1,0,0,0,3009,62,62,19,1,3,1,4
2,1,0,0,2,12,0,0,0,3070,39,39,10,0,3,2,4
1,0,0,0,1,7,0,0,0,1796,53,53,13,1,3,1,2
12,0,0,0,1,15,0,1,1,1087,28,28,21,1,3,0,1
0,0,0,0,0,7,1,0,0,985,46,46,21,1,3,2,1
0,1,0,0,2,0,0,0,0,2769,57,57,17,0,3,1,2
18,1,0,0,0,15,1,1,1,2521,29,29,21,0,3,0,2
11,1,0,0,4,15,0,1,1,3925,21,21,3,0,3,0,4
0,1,1,1,2,11,0,0,0,5,33,32,22,0,3,2,3
22,1,0,0,6,5,0,0,0,1017,37,37,19,0,3,1,1
5,0,0,0,1,8,0,0,0,471,44,44,21,1,3,2,3
1,0,0,0,2,14,0,0,0,120,53,53,18,0,3,2,3
15,0,0,0,2,8,0,0,0,1061,57,57,21,0,3,1,1
33,0,1,1,1,5,0,0,0,1080,46,17,15,0,3,2,1
10,0,0,0,2,2,0,0,0,4750,38,38,16,0,3,1,0
35,1,0,0,0,15,1,1,1,264,23,23,15,1,0,0,3
22,0,0,0,3,15,0,1,1,2900,43,43,2,0,3,0,4
0,0,0,0,3,13,0,0,0,8,52,52,5,0,3,1,3
0,0,0,0,4,8,0,0,0,2805,43,43,17,1,3,3,2
8,1,0,0,4,10,0,0,0,328,48,48,22,1,3,2,3
0,0,0,0,2,10,0,0,0,2420,75,75,14,0,3,2,2
2,1,0,0,1,15,0,1,1,694,43,43,16,0,3,0,3
2,0,0,0,1,9,0,0,0,4146,66,66,9,0,3,2,0
0,1,0,0,1,15,0,1,1,1319,28,28,16,0,3,0,1
31,1,0,0,2,0,0,0,0,539,39,39,21,0,3,2,3
33,1,1,1,3,15,0,1,1,1497,42,36,1,0,3,0,1
30,0,0,0,2,10,0,0,0,3310,29,29,6,0,3,1,4
0,1,0,0,0,15,1,1,1,408,25,25,17,0,0,0,3
0,1,1,1,1,15,0,1,1,386,22,21,19,1,3,0,3
19,0,0,0,0,15,1,1,1,2826,22,22,10,0,3,0,4
0,1,0,0,1,15,0,1,1,2387,25,25,16,0,3,0,2
13,0,0,0,0,11,1,0,0,5023,73,73,5,0,3,2,0
32,0,0,0,0,15,1,1,1,3326,27,27,20,1,0,0,4
7,0,1,1,2,10,0,0,0,4265,35,29,18,0,3,2,0
0,0,0,0,1,0,0,0,0,1573,68,68,16,1,3,1,1
30,1,1,0,2,7,0,0,0,262,69,51,12,1,3,1,3
31,0,0,0,2,15,0,1,1,3458,29,29,20,1,3,0,4
22,1,0,0,1,5,0,0,0,1522,75,75,16,0,3,1,1
33,0,0,0,0,15,1,1,1,1222,25,25,17,0,3,0,1
6,0,0,0,1,0,0,0,0,1928,50,50,22,0,3,3,2
16,0,1,0,0,0,1,0,0,2279,41,18,16,1,3,1,2
11,1,0,0,0,15,1,1,1,2863,28,28,17,0,3,0,4
9,0,0,0,1,15,0,1,1,1525,53,53,12,0,3,0,1
34,0,0,0,0,13,1,0,0,473,66,66,18,0,3,2,3
0,1,1,1,3,15,0,1,1,2418,25,24,21,0,3,0,2
11,0,1,0,4,11,0,0,0,2903,68,45,22,0,3,2,4
22,1,0,0,3,15,0,1,1,55,20,20,2,0,0,0,3
4,1,0,0,4,8,0,0,0,724,32,32,12,0,0,3,3
0,1,1,1,0,8,1,0,0,1138,23,22,7,0,3,1,1
0,0,1,1,2,0,0,0,0,4901,71,64,13,0,3,2,0
11,0,0,0,1,11,0,0,0,335,56,56,3,0,3,3,3
22,0,0,0,4,15,0,1,1,1529,61,61,2,0,3,0,1
11,1,1,1,2,13,0,0,0,4161,60,50,22,1,3,2,0
5,1,0,0,1,12,0,0,0,2525,45,45,20,1,3,1,2
30,1,0,0,0,15,1,1,1,1202,27,27,2,0,3,0,1
22,1,0,0,0,13,1,0,0,1475,42,42,18,0,3,2,1
35,1,0,0,0,15,1,1,1,515,27,27,22,0,3,0,3
22,0,0,0,0,5,1,0,0,258,52,52,12,0,3,1,3
30,0,1,0,1,13,0,0,0,1764,56,51,22,0,3,2,2
0,0,0,0,0,0,1,0,0,681,75,75,8,0,3,3,3
34,1,0,0,1,10,0,0,0,4088,29,29,16,0,3,1,4
6,0,0,0,0,15,1,1,1,228,21,21,19,0,0,0,3
22,0,1,1,1,7,0,0,0,2205,65,64,14,0,3,2,2
30,1,0,0,2,0,0,0,0,262,39,39,14,0,3,1,3
33,0,0,0,1,8,0,0,0,1518,73,73,19,0,3,1,1
11,1,0,0,1,15,0,1,1,672,23,23,18,0,3,0,3
4,1,0,0,3,0,0,0,0,227,22,22,21,0,0,1,3
22,1,0,0,3,7,0,0,0,2772,35,35,21,0,3,1,2
22,0,0,0,1,15,0,1,1,310,45,45,12,0,3,0,3
0,1,0,0,1,15,0,1,1,2942,27,27,21,1,0,0,4
11,1,0,0,1,15,0,1,1,2310,27,27,22,0,0,0,2
22,1,0,0,2,15,0,1,1,569,60,60,9,0,3,0,3
2,1,0,0,3,8,0,0,0,319,31,31,15,1,0,3,3
3,1,0,0,5,0,0,0,0,104,25,25,19,0,0,1,3
19,0,1,1,4,15,0,1,1,3870,47,45,1,0,3,0,4
6,1,0,0,5,13,0,0,0,902,42,42,18,0,3,2,1
30,0,0,0,2,7,0,0,0,628,37,37,18,0,3,2,3
0,0,1,1,2,7,0,0,0,709,70,69,7,0,3,3,3
0,0,0,0,1,15,0,1,1,1280,64,64,16,0,3,0,1
7,0,1,0,2,0,0,0,0,1122,57,24,20,0,3,2,1
4,0,0,0,1,15,0,1,1,1020,46,46,20,0,3,0,1
0,0,0,0,0,14,1,0,0,313,34,34,7,0,2,2,3
31,0,0,0,1,5,0,0,0,2556,68,68,14,1,3,2,2
4,0,0,0,1,15,0,1,1,1267,55,55,1,0,3,0,1
31,1,0,0,1,7,0,0,0,1307,28,28,20,0,2,1,1
35,1,0,0,1,10,0,0,0,296,65,65,4,0,3,2,3
0,1,0,0,3,0,0,0,0,906,24,24,22,1,3,3,1
22,1,0,0,1,7,0,0,0,3545,29,29,6,0,3,2,4
22,0,0,0,1,0,0,0,0,3518,75,75,16,0,3,2,4
11,0,0,0,4,14,0,0,0,1512,53,53,22,0,3,3,1
0,0,0,0,4,15,0,1,1,2434,73,73,18,1,3,0,2
35,0,0,0,2,15,0,1,1,1785,25,25,21,0,3,0,2
1,0,0,0,1,7,0,0,0,571,55,55,21,0,3,2,3
1,1,0,0,4,15,0,1,1,124,46,46,18,0,3,0,3
11,1,0,0,1,4,0,0,0,364,47,47,3,0,3,2,3
12,0,1,1,2,8,0,0,0,1039,29,26,22,0,3,1,1
0,1,0,0,6,15,0,1,1,2358,20,20,16,0,3,0,2
22,0,1,0,1,15,0,1,1,3147,56,49,2,0,3,0,4
16,0,0,0,3,12,0,0,0,2185,27,27,15,0,3,1,2
0,0,0,0,4,15,0,1,1,205,69,69,21,0,3,0,3
14,0,0,0,0,2,1,0,0,242,58,58,21,0,3,2,3
18,0,0,0,0,14,1,0,0,1865,51,51,16,1,3,1,2
11,1,0,0,2,5,0,0,0,746,75,75,11,0,3,3,3
0,0,0,0,2,5,0,0,0,268,70,70,21,0,3,2,3
5,1,1,0,0,15,1,1,1,3522,37,33,18,0,3,0,4
14,0,1,1,1,8,0,0,0,2,44,17,21,0,3,2,3
33,0,0,0,0,7,1,0,0,2614,49,49,10,1,3,2,2
30,0,0,0,1,15,0,1,1,582,75,75,8,0,3,0,3
0,1,0,0,2,14,0,0,0,3237,62,62,5,0,3,2,4
0,1,0,0,3,5,0,0,0,3827,48,48,13,0,3,1,4
31,1,1,1,1,15,0,1,1,2376,27,26,22,1,3,0,2
11,0,1,1,4,11,0,0,0,789,64,61,11,0,3,2,1
0,0,1,1,2,12,0,0,0,2217,43,41,22,1,3,3,2
34,1,0,0,4,0,0,0,0,3512,21,21,21,0,3,2,4
32,1,0,0,0,15,1,1,1,4211,21,21,10,0,3,0,0
0,0,0,0,0,5,1,0,0,1114,70,70,18,0,3,2,1
4,0,0,0,5,5,0,0,0,718,70,70,10,0,3,1,3
22,0,0,0,3,15,0,1,1,2131,24,24,14,0,0,0,2
27,0,0,0,5,15,0,1,1,67,36,36,6,1,3,0,3
30,1,0,0,0,1,1,0,0,3134,75,75,20,0,3,1,4
30,0,0,0,3,8,0,0,0,943,75,75,15,0,3,2,1
22,1,0,0,0,15,1,1,1,3029,65,65,22,1,3,0,4
0,1,0,0,4,15,0,1,1,2104,36,36,18,0,3,0,2
0,0,1,1,1,10,0,0,0,2085,31,23,21,0,3,1,2
22,0,0,0,1,15,0,1,1,1982,31,31,16,0,3,0,2
20,1,0,0,3,15,0,1,1,600,38,38,16,0,3,0,3
31,1,0,0,1,15,0,1,1,918,31,31,12,0,3,0,1
0,0,0,0,2,15,0,1,1,1657,57,57,20,0,3,0,1
0,0,0,0,2,11,0,0,0,907,63,63,19,0,3,2,1
30,1,0,0,3,15,0,1,1,294,23,23,18,1,3,0,3
0,0,0,0,3,10,0,0,0,1436,50,50,12,0,3,1,1
14,1,0,0,3,10,0,0,0,3406,53,53,14,1,3,1,4
33,0,1,1,2,15,0,1,1,241,62,29,18,0,3,0,3
12,1,1,1,3,15,0,1,1,1740,75,42,17,0,3,0,2
0,0,0,0,2,4,0,0,0,284,54,54,16,0,3,1,3
7,0,0,0,0,4,1,0,0,2598,59,59,22,0,3,2,2
26,1,0,0,3,15,0,1,1,2243,23,23,2,0,0,0,2
7,0,0,0,3,11,0,0,0,3737,30,30,21,0,0,2,4
6,1,0,0,6,0,0,0,0,666,24,24,12,1,3,1,3
11,1,0,0,4,13,0,0,0,2140,71,71,16,1,3,1,2
0,1,0,0,1,15,0,1,1,1114,25,25,5,0,3,0,1
22,1,0,0,1,5,0,0,0,2202,66,66,19,0,3,3,2
31,1,0,0,3,8,0,0,0,385,23,23,5,1,3,2,3
0,1,0,0,2,0,0,0,0,1212,70,70,12,1,3,2,1
34,1,0,0,2,2,0,0,0,2698,34,34,2,0,3,1,2
22,1,1,1,2,15,0,1,1,59,66,65,18,0,3,0,3
7,1,0,0,0,14,1,0,0,79,30,30,16,0,3,1,3
5,0,0,0,4,9,0,0,0,1775,41,41,8,0,3,1,2
11,1,0,0,1,15,0,1,1,2031,32,32,3,1,3,0,2
31,1,0,0,0,0,1,0,0,2430,54,54,20,1,3,1,2
11,0,1,1,4,15,0,1,1,194,26,23,22,0,3,0,3
31,1,0,0,0,15,1,1,1,1677,26,26,18,1,3,0,1
0,0,0,0,3,7,0,0,0,1651,75,75,20,0,3,1,1
31,1,0,0,0,8,1,0,0,511,24,24,18,1,0,2,3
11,0,0,0,3,12,0,0,0,2647,30,30,11,0,3,2,2
22,0,1,1,1,5,0,0,0,2165,75,72,21,0,3,2,2
31,1,0,0,2,15,0,1,1,1324,31,31,20,0,3,0,1
0,0,0,0,0,15,1,1,1,16,25,25,22,0,0,0,3
8,0,0,0,4,15,0,1,1,2220,28,28,19,0,3,0,2
2,0,0,0,1,13,0,0,0,2505,63,63,10,1,3,2,2
30,1,0,0,0,15,1,1,1,262,31,31,6,0,3,0,3
13,1,1,1,0,0,1,0,0,5245,23,21,21,0,3,3,0
4,0,0,0,1,15,0,1,1,2375,25,25,18,1,3,0,2
5,1,0,0,2,15,0,1,1,1402,28,28,20,0,3,0,1
11,0,1,1,0,5,1,0,0,2069,64,16,17,0,3,3,2
11,0,0,0,0,15,1,1,1,5412,60,60,21,0,3,0,0
8,1,0,0,2,15,0,1,1,2170,40,40,16,0,3,0,2
30,1,0,0,0,15,1,1,1,1968,22,22,5,0,3,0,2
35,0,0,0,2,15,0,1,1,157,42,42,22,1,3,0,3
0,1,0,0,0,15,1,1,1,4588,52,52,20,0,3,0,0
11,0,1,1,2,15,0,1,1,2069,61,56,17,0,3,0,2
0,1,0,0,3,7,0,0,0,1984,25,25,19,0,3,1,2
11,1,0,0,1,8,0,0,0,1950,24,24,11,1,0,3,2
11,1,0,0,1,13,0,0,0,168,37,37,2,0,3,1,3
0,0,1,1,2,15,0,1,1,2176,51,50,12,0,3,0,2
11,0,0,0,1,15,0,1,1,21,42,42,20,0,3,0,3
16,0,0,0,4,7,0,0,0,4451,49,49,16,0,3,1,0
15,0,0,0,2,8,0,0,0,1,69,69,18,0,3,2,3
11,1,0,0,0,9,1,0,0,1288,25,25,22,1,0,3,1
25,0,1,1,0,15,1,1,1,4035,44,38,17,0,3,0,4
7,1,0,0,0,7,1,0,0,922,55,55,1,0,3,2,1
22,1,0,0,1,15,0,1,1,2203,22,22,18,0,3,0,2
18,0,0,0,3,12,0,0,0,2361,64,64,19,0,3,3,2
0,0,0,0,1,4,0,0,0,556,42,42,22,1,3,3,3
11,0,0,0,4,1,0,0,0,1777,34,34,22,0,3,2,2
6,1,0,0,2,7,0,0,0,4038,23,23,15,1,0,1,4
2,0,1,1,0,5,1,0,0,315,52,16,10,0,3,2,3
4,1,0,0,4,15,0,1,1,842,21,21,4,0,0,0,1
11,0,1,1,0,12,1,0,0,2875,39,37,22,0,3,3,4
0,0,0,0,1,15,0,1,1,1778,71,71,22,0,3,0,2
19,1,0,0,0,15,1,1,1,3495,20,20,18,0,3,0,4
32,0,0,0,4,0,0,0,0,1585,43,43,22,0,3,2,1
11,1,0,0,0,8,1,0,0,496,32,32,13,1,3,2,3
2,0,0,0,0,15,1,1,1,3353,75,75,20,0,3,0,4
12,0,0,0,4,5,0,0,0,1740,41,41,18,1,3,2,2
21,1,0,0,0,10,1,0,0,93,35,35,4,0,3,2,3
33,0,1,1,2,9,0,0,0,196,69,62,14,1,3,2,3
12,0,0,0,2,7,0,0,0,814,24,24,22,0,0,3,1
34,1,0,0,0,0,1,0,0,2737,26,26,18,1,0,2,2
30,0,0,0,0,5,1,0,0,151,43,43,18,0,3,2,3
0,0,0,0,1,15,0,1,1,32,40,40,17,1,3,0,3
2,1,0,0,3,15,0,1,1,3443,24,24,2,0,3,0,4
5,0,0,0,1,7,0,0,0,295,75,75,9,1,3,2,3
32,1,0,0,2,1,0,0,0,1585,71,71,6,1,3,2,1
11,0,0,0,1,15,0,1,1,1924,27,27,22,0,3,0,2
4,0,0,0,2,8,0,0,0,2481,51,51,17,0,3,1,2
4,1,0,0,4,10,0,0,0,2349,75,75,17,0,3,3,2
3,1,0,0,1,3,0,0,0,613,42,42,12,1,3,1,3
5,0,0,0,3,13,0,0,0,2177,55,55,21,0,3,1,2
11,1,0,0,1,15,0,1,1,1192,64,64,17,0,3,0,1
13,0,0,0,0,15,1,1,1,3763,50,50,13,0,3,0,4
32,0,0,0,1,9,0,0,0,400,50,50,17,0,3,2,3
0,0,1,1,2,15,0,1,1,285,75,74,18,1,3,0,3
21,0,0,0,0,9,1,0,0,93,34,34,20,0,3,2,3
33,0,0,0,1,15,0,1,1,619,46,46,20,0,3,0,3
33,0,1,0,4,0,0,0,0,594,56,35,1,0,3,1,3
10,0,0,0,2,4,0,0,0,1971,38,38,16,0,3,2,2
34,0,0,0,0,1,1,0,0,2963,33,33,18,0,3,2,4
0,0,0,0,1,5,0,0,0,1030,68,68,14,0,3,1,1
0,0,1,1,0,8,1,0,0,15,68,66,5,0,3,2,3
35,1,0,0,2,15,0,1,1,4457,44,44,22,0,3,0,0
0,0,1,1,4,8,0,0,0,145,75,70,13,0,3,1,3
11,1,1,1,2,0,0,0,0,1591,35,33,1,0,3,1,1
9,0,1,1,3,5,0,0,0,2721,46,45,15,0,3,1,2
32,1,0,0,1,5,0,0,0,2786,51,51,14,0,3,2,2
30,1,0,0,3,8,0,0,0,751,30,30,17,0,3,2,3
0,0,0,0,2,15,0,1,1,210,61,61,7,0,3,0,3
11,0,0,0,1,10,0,0,0,4584,25,25,14,0,3,2,0
5,1,0,0,0,0,1,0,0,2720,49,49,14,0,3,1,2
30,1,0,0,3,15,0,1,1,1201,22,22,18,0,3,0,1
12,0,0,0,2,10,0,0,0,181,58,58,21,0,3,1,3
33,0,0,0,4,15,0,1,1,3276,24,24,21,0,3,0,4
0,0,0,0,4,9,0,0,0,2637,73,73,13,0,3,2,2
3,0,0,0,0,13,1,0,0,1301,31,31,20,0,2,3,1
11,0,1,1,4,15,0,1,1,17,51,50,11,0,3,0,3
11,1,0,0,3,15,0,1,1,3808,22,22,21,0,3,0,4
1,1,0,0,4,0,0,0,0,29,25,25,18,0,3,1,3
35,1,0,0,1,7,0,0,0,518,24,24,18,1,0,3,3
32,0,1,1,3,0,0,0,0,3345,47,37,10,0,3,2,4
11,1,0,0,4,15,0,1,1,1820,21,21,17,1,3,0,2
12,1,1,1,5,7,0,0,0,170,34,33,4,0,3,2,3
11,0,0,0,0,5,1,0,0,1607,57,57,22,0,3,3,1
30,0,0,0,1,12,0,0,0,320,44,44,21,0,3,2,3
0,0,0,0,2,6,0,0,0,682,35,35,18,0,3,1,3
22,0,1,1,1,15,0,1,1,87,53,19,12,0,3,0,3
11,0,1,0,1,5,0,0,0,2489,61,31,14,1,3,2,2
11,1,0,0,3,8,0,0,0,521,27,27,17,0,3,1,3
11,1,0,0,3,15,0,1,1,3017,51,51,14,0,3,0,4
34,0,0,0,1,0,0,0,0,4606,70,70,6,0,3,2,0
6,1,0,0,1,0,0,0,0,2199,27,27,22,1,3,1,2
16,1,1,1,2,7,0,0,0,1782,42,41,1,0,3,1,2
11,1,0,0,1,10,0,0,0,1618,71,71,21,0,3,3,1
1,1,0,0,1,15,0,1,1,1668,31,31,12,1,3,0,1
22,0,0,0,2,15,0,1,1,13,44,44,16,0,3,0,3
7,1,1,0,3,15,0,1,1,850,28,25,21,0,3,0,1
18,1,0,0,3,7,0,0,0,1865,24,24,17,0,3,1,2
1,1,0,0,3,7,0,0,0,2303,41,41,14,0,3,1,2
11,1,0,0,2,13,0,0,0,5215,54,54,20,0,3,3,0
21,1,1,1,4,15,0,1,1,166,30,16,20,0,3,0,3
0,0,0,0,3,1,0,0,0,1002,64,64,16,1,3,1,1
6,0,0,0,4,12,0,0,0,2884,69,69,17,1,3,3,4
31,1,0,0,1,15,0,1,1,2228,22,22,6,0,0,0,2
8,0,0,0,3,14,0,0,0,901,49,49,15,0,3,1,1
30,0,0,0,1,9,0,0,0,2439,34,34,22,0,3,2,2
35,0,0,0,0,15,1,1,1,3179,23,23,20,1,0,0,4
11,0,0,0,2,8,0,0,0,864,52,52,22,0,3,3,1
4,0,0,0,0,0,1,0,0,416,51,51,18,0,3,1,3
10,0,0,0,1,11,0,0,0,714,32,32,19,1,3,1,3
31,1,0,0,1,0,0,0,0,441,33,33,21,1,3,2,3
0,1,0,0,1,11,0,0,0,1436,55,55,12,0,3,2,1
11,0,0,0,0,11,1,0,0,1656,31,31,17,1,3,1,1
22,0,0,0,0,14,1,0,0,526,39,39,9,0,3,2,3
30,1,0,0,2,15,0,1,1,1370,22,22,8,0,3,0,1
9,0,1,1,2,5,0,0,0,4966,60,47,21,1,3,2,0
2,0,1,0,3,0,0,0,0,53,40,16,21,0,3,3,3
10,0,0,0,1,7,0,0,0,4518,68,68,1,0,3,1,0
28,1,0,0,1,0,0,0,0,4430,41,41,2,0,3,1,0
19,0,0,0,2,15,0,1,1,2208,23,23,18,0,3,0,2
3,0,0,0,5,15,0,1,1,3586,63,63,19,0,3,0,4
30,1,0,0,1,0,0,0,0,3373,23,23,6,1,3,2,4
11,0,0,0,4,12,0,0,0,4476,39,39,17,0,3,1,0
1,1,1,0,3,15,0,1,1,3546,47,21,18,0,3,0,4
30,0,0,0,0,9,1,0,0,1638,60,60,20,0,3,2,1
6,0,1,1,2,15,0,1,1,3330,43,33,16,0,3,0,4
0,1,0,0,2,11,0,0,0,2050,34,34,21,0,2,2,2
16,0,0,0,1,3,0,0,0,4378,53,53,15,1,3,3,0
0,1,0,0,1,7,0,0,0,1587,25,25,18,0,3,2,1
10,0,0,0,0,1,1,0,0,5022,64,64,1,0,3,1,0
0,0,0,0,1,15,0,1,1,2412,40,40,19,0,3,0,2
30,0,0,0,1,5,0,0,0,1798,53,53,10,0,3,2,2
0,0,0,0,2,7,0,0,0,572,42,42,7,1,3,2,3
11,1,0,0,0,15,1,1,1,1509,20,20,11,0,3,0,1
11,0,0,0,3,8,0,0,0,5572,62,62,14,1,3,2,0
33,0,0,0,2,0,0,0,0,516,49,49,8,0,3,2,3
9,0,1,1,1,9,0,0,0,853,70,57,21,0,3,2,1
11,0,0,0,1,8,0,0,0,1745,25,25,18,0,0,2,2
31,0,1,1,2,5,0,0,0,385,67,64,21,0,3,2,3
22,1,0,0,6,15,0,1,1,992,23,23,9,0,3,0,1
6,0,1,0,3,15,0,1,1,3721,40,16,21,0,3,0,4
0,1,0,0,1,0,0,0,0,494,32,32,22,0,3,2,3
30,1,0,0,1,15,0,1,1,1095,27,27,8,0,3,0,1
30,1,0,0,6,15,0,1,1,81,57,57,12,0,3,0,3
0,1,0,0,3,15,0,1,1,4477,22,22,16,1,3,0,0
7,1,0,0,2,15,0,1,1,309,31,31,12,1,3,0,3
11,1,1,1,5,0,0,0,0,646,31,26,22,1,3,3,3
22,0,0,0,4,9,0,0,0,4206,38,38,18,0,3,1,0
7,0,0,0,1,7,0,0,0,2210,36,36,20,0,3,3,2
0,0,0,0,2,3,0,0,0,854,50,50,18,0,3,3,1
14,0,0,0,1,7,0,0,0,507,62,62,18,0,3,2,3
22,0,0,0,1,7,0,0,0,2186,75,75,17,0,3,3,2
22,1,0,0,1,9,0,0,0,3325,24,24,16,0,0,3,4
32,1,0,0,0,15,1,1,1,338,19,19,20,0,3,0,3
35,1,0,0,4,10,0,0,0,10,40,40,4,0,3,1,3
35,0,0,0,3,15,0,1,1,1146,34,34,4,0,0,0,1
0,0,0,0,2,5,0,0,0,1200,65,65,20,1,3,1,1
31,1,0,0,2,15,0,1,1,3123,36,36,19,0,3,0,4
32,1,0,0,4,13,0,0,0,4211,43,43,10,0,3,2,0
15,1,0,0,0,8,1,0,0,54,28,28,13,0,0,1,3
18,0,0,0,2,0,0,0,0,1720,37,37,18,0,3,2,1
21,0,0,0,4,10,0,0,0,1168,33,33,14,0,3,1,1
2,0,0,0,3,9,0,0,0,3999,59,59,19,0,3,1,4
12,1,0,0,1,7,0,0,0,5449,22,22,1,0,0,1,0
1,0,0,0,0,0,1,0,0,2602,44,44,12,1,3,1,2
34,1,0,0,6,15,0,1,1,2737,22,22,15,1,0,0,2
0,0,0,0,2,5,0,0,0,1605,54,54,8,1,3,2,1
30,1,0,0,2,14,0,0,0,728,40,40,21,0,3,2,3
0,1,1,1,0,15,1,1,1,2404,49,48,16,0,3,0,2
0,1,0,0,4,15,0,1,1,244,33,33,14,0,3,0,3
0,0,0,0,2,5,0,0,0,68,75,75,16,0,3,1,3
31,1,0,0,1,15,0,1,1,75,25,25,10,0,0,0,3
11,1,1,1,0,15,1,1,1,1451,58,24,16,0,3,0,1
22,0,0,0,1,7,0,0,0,4260,59,59,17,0,3,2,0
22,1,0,0,5,5,0,0,0,3240,62,62,20,0,3,1,4
1,0,1,1,2,8,0,0,0,876,74,66,22,0,3,3,1
0,1,0,0,6,15,0,1,1,19,70,70,16,1,3,0,3
11,1,0,0,1,10,0,0,0,2968,44,44,3,0,3,2,4
11,0,1,1,5,15,0,1,1,674,44,43,22,1,3,0,3
30,1,0,0,3,11,0,0,0,481,28,28,18,0,3,2,3
9,1,0,0,0,15,1,1,1,4945,20,20,17,0,3,0,0
2,0,0,0,2,15,0,1,1,5135,65,65,22,0,3,0,0
35,1,0,0,1,15,0,1,1,1654,26,26,22,1,2,0,1
33,0,0,0,2,15,0,1,1,3634,24,24,18,0,3,0,4
14,1,1,1,3,7,0,0,0,472,30,27,22,0,3,2,3
4,1,1,1,3,13,0,0,0,687,38,33,18,1,3,2,3
33,0,0,0,0,15,1,1,1,389,33,33,19,1,3,0,3
0,1,0,0,4,8,0,0,0,1318,39,39,7,0,3,3,1
30,1,0,0,1,15,0,1,1,2439,50,50,5,1,3,0,2
30,1,0,0,0,9,1,0,0,974,28,28,17,0,0,1,1
9,1,0,0,3,15,0,1,1,3680,23,23,1,0,3,0,4
11,0,1,1,5,9,0,0,0,665,74,73,22,1,3,2,3
30,1,0,0,0,15,1,1,1,897,26,26,7,0,3,0,1
34,1,0,0,3,6,0,0,0,144,68,68,18,1,3,2,3
0,0,0,0,1,12,0,0,0,24,69,69,18,1,3,2,3
18,1,0,0,1,5,0,0,0,2765,50,50,18,0,3,2,2
3,0,0,0,4,10,0,0,0,443,50,50,19,0,3,2,3
22,0,0,0,0,4,1,0,0,607,35,35,18,1,3,2,3
0,0,1,1,2,15,0,1,1,551,57,53,19,0,3,0,3
30,0,0,0,1,7,0,0,0,2465,42,42,9,0,3,1,2
34,0,0,0,2,13,0,0,0,2608,42,42,6,0,3,2,2
0,0,0,0,0,9,1,0,0,4570,42,42,14,0,3,2,0
26,1,0,0,1,15,0,1,1,2977,32,32,12,1,3,0,4
8,0,0,0,2,15,0,1,1,2574,35,35,16,0,3,0,2
